0.0, 0.0, 125.0
-0.70279694, 11.102966, 143.73183
16.155106, 19.343475, 135.32784
22.646484, 17.970238, 123.04239
34.179382, 34.32263, 120.87928
38.42238, 29.04927, 109.24797
66.19322, 27.300285, 106.9307
66.772, 25.865662, 96.461174
85.40082, 19.90615, 99.96867
100.868866, 24.750626, 85.861115
110.186615, 13.406136, 73.64306
112.23836, 19.815292, 66.65028
110.43916, 39.744125, 50.114708
121.61987, 49.262787, 49.64787
122.17038, 37.49028, 33.782272
122.376724, 51.43689, 22.653849
97.609726, 46.39174, 26.645958
73.70203, 60.423004, 45.21127
89.55823, 72.4043, 51.661476
86.10449, 84.23677, 48.420937
88.89848, 97.261215, 50.35098
83.50319, 92.25595, 16.554848
61.65869, 93.2381, 4.1657834
50.55063, 95.72185, 22.601604
51.586716, 88.715, 40.624157
43.098053, 76.328064, 21.624058
39.363907, 79.18175, 17.379507
20.388199, 65.1328, 2.693966
33.412537, 49.016922, 0.04787743
14.980087, 31.310654, 6.1021
1.3902969, 16.554237, 29.767857
7.4781647, 3.327942, 19.969807
0.49936676, -19.903694, 40.87022
6.9524994, -26.089798, 36.33407
12.045334, -30.229889, 18.304333
7.626877, -47.79285, 15.497774
3.2442017, -48.367905, 3.7308187
-5.6591187, -31.094086, 1.1330694
-16.795624, -28.594498, 1.7070919
-45.205223, -20.268044, 4.2160897
-69.61714, -8.550026, 18.14322
-82.17482, -21.14978, 20.40416
-74.93773, -25.305557, 34.88131
-77.283066, -35.217545, 51.98829
-74.5685, -47.51717, 64.55994
-49.102547, -52.61948, 66.93366
-52.64656, -30.81636, 64.73157
-67.4852, -19.76577, 56.851162
-97.11824, -33.361343, 51.27293
-121.16821, -29.317429, 58.42614
-119.0663, -38.851166, 65.23578
-102.43735, -4.6246796, 48.804626
-101.72875, 3.868393, 57.16516
-110.52747, 17.550789, 50.807716
-84.37712, 21.070396, 34.53708
-80.66124, 4.6725845, 38.336784
-67.332794, 25.758507, 47.630547
-56.566742, 16.26793, 49.919785
-62.141537, 36.536453, 34.869507
-91.38426, 44.431442, 33.199684
-88.535545, 58.042786, 44.47289
-78.24615, 74.452515, 34.96134
-47.711624, 64.420395, 17.785667
-41.66855, 60.561615, 17.39569
-40.975304, 57.88057, 27.251408
-33.37787, 46.702805, 35.727604
-24.219528, 36.527496, 51.754086
-13.7871475, 42.355972, 54.798573
0.61221313, 58.27307, 71.77426
-6.689804, 75.2749, 84.85492
-29.65535, 79.980286, 78.878136
-37.425354, 80.13817, 78.25964
-35.952408, 94.02655, 68.53281
-54.97357, 98.62259, 63.286797
-52.469345, 78.07419, 63.10238
-36.769287, 77.189026, 49.589275
-31.61058, 71.7856, 48.848213
-26.433456, 68.75862, 57.560356
-10.791916, 81.63524, 50.90773
3.8778534, 82.97139, 54.26778
20.85698, 88.62741, 86.91733
25.709976, 90.20088, 110.66681
30.990921, 74.70882, 111.506966
39.943542, 77.38937, 112.05572
33.58046, 63.635086, 114.035484
15.413147, 66.19208, 103.71049
-0.02810669, 85.723236, 107.66045
6.7927246, 92.65518, 123.436195
4.401352, 98.548294, 135.74297
-1.7117691, 97.79448, 156.88327
38.27954, 94.54338, 161.4487
41.700714, 86.33823, 143.24657
56.366104, 82.510956, 156.36343
64.53229, 80.69383, 154.3065
71.848206, 65.70662, 157.0379
78.5732, 56.880157, 175.88115
86.33086, 62.70929, 187.68672
101.6259, 33.84642, 177.3545
99.22319, 18.648293, 163.94325
90.02965, 7.5158005, 153.1395
84.29718, 6.42041, 152.56859
87.53166, 8.97818, 147.08012
94.04636, 27.640007, 143.88263
88.99332, 35.864548, 155.6303
73.38487, 38.254562, 130.24202
74.32822, 50.307053, 108.225464
82.24518, 78.64209, 106.27454
85.16972, 79.439285, 102.72853
105.46648, 84.54434, 94.561424
115.68445, 87.13011, 105.978134
109.999146, 73.59682, 107.88539
109.899, 67.78339, 96.03335
105.97331, 65.81267, 94.47013
111.640594, 29.518646, 101.92119
116.15662, 25.910172, 122.85686
116.68404, 22.505508, 131.15488
101.56477, 2.0786743, 121.208725
110.04704, -16.127846, 135.48404
123.18866, -13.969231, 136.77654
108.37657, -25.945267, 160.38687
112.70271, -21.169876, 168.72157
110.336624, -42.358505, 147.06464
102.35246, -52.307175, 146.4955
94.23555, -61.293663, 162.82867
88.56253, -67.444275, 176.08708
100.46527, -74.32689, 183.16937
113.17833, -77.81772, 187.92035
123.514694, -74.759674, 197.61655
114.466034, -99.448135, 184.20177
96.69939, -99.37571, 203.33209
120.2162, -92.52112, 224.36629
103.61362, -90.10874, 242.72351
95.21329, -83.52953, 237.26437
105.84857, -72.546326, 248.74585
96.942276, -68.778465, 220.19284
76.24869, -73.17747, 203.38092
56.998703, -87.37587, 217.0859
34.474915, -80.066895, 211.53053
33.81694, -57.775997, 212.25706
25.075302, -45.424606, 190.60158
37.032455, -40.374268, 182.37138
49.46785, -29.492462, 180.2459
34.46309, -7.001892, 171.15434
31.119598, -6.7351074, 190.34468
16.326584, 8.196892, 186.42528
29.636932, 15.876785, 192.39774
50.010178, 1.3469696, 202.22707
62.855896, -17.488754, 210.14842
71.051834, 10.227394, 225.83263
76.802734, 24.591042, 218.05003
55.11148, 35.71579, 204.46008
44.835724, 33.8797, 205.85558
47.26033, 38.003128, 193.3733
36.388626, 57.787567, 182.30049
37.352386, 66.181625, 208.73871
51.140137, 67.102325, 215.3459
57.207443, 71.16051, 226.90955
59.451614, 78.23903, 234.11874
56.701965, 78.85892, 243.57089
54.206223, 86.969604, 247.72792
46.488342, 81.63864, 246.19395
41.963684, 98.77249, 244.56183
25.177734, 99.58295, 221.71799
24.087723, 60.191177, 232.1323
18.35852, 45.852203, 215.73558
10.254868, 22.908188, 214.14183
8.276077, 16.799286, 209.13177
6.0864716, 5.7344666, 215.0309
-12.464508, 0.351799, 212.36377
-13.552513, -14.771828, 208.53333
-34.14734, -15.399147, 193.29662
-41.812317, -26.813652, 190.28949
-58.959183, -25.429222, 175.63423
-73.17203, -3.3930893, 179.73563
-43.528526, -2.3113937, 164.3793
-30.933914, -19.230316, 157.56448
-31.967926, -25.347198, 157.88382
-26.861488, -28.347206, 144.3052
-16.062347, -33.884254, 162.1535
-12.167809, -31.612862, 181.11284
-16.33088, -45.56143, 198.41441
-32.60309, -46.492386, 199.19275
-14.502403, -50.824177, 220.94684
-9.675682, -59.40224, 218.9847
-4.9497223, -58.503056, 226.12584
1.9839249, -41.421856, 224.88666
2.9076157, -23.773323, 235.81433
28.188416, -28.012177, 233.00168
44.87651, -18.001137, 238.25864
25.665451, -3.805748, 233.44023
37.218872, 14.878975, 219.81729
31.578568, 20.818985, 224.61073
-5.6355286, 51.04062, 222.8396
-9.930191, 48.537476, 205.94994
-18.367859, 36.74434, 184.59048
-37.459328, 36.235016, 188.67316
-48.395844, 43.33258, 193.41345
-46.006454, 54.34732, 197.99731
-58.957787, 52.259186, 208.41238
-57.628914, 37.85002, 206.1587
-57.430107, 33.35948, 199.85931
-52.87658, 35.1342, 217.9185
-69.80133, 25.327667, 212.67502
-73.64729, 32.60675, 209.21878
-89.72493, 44.289215, 205.60568
-100.51048, 47.82866, 213.47937
-111.27508, 46.96788, 206.16142
-118.148384, 46.76541, 225.4978
-124.56985, 44.414978, 246.77748
-120.806816, 13.995506, 234.88823
